title;authors;editor;collection;synopsis;bonus_content;price;actors;country;age_rating;original_title;duration;production_year;EAN;availability;distributor;media_type;dvd_zone;format_tv;format_cinema;publication_date;audio_track;subtitle_track;image_URL;in_stock;category;subcategory;subcategory_genre_1;subcategory_genre_2;subcategory_genre_3;subcategory_genre_4
Copie conforme;Abbas Kiarostami;Potemkine Films;;En Italie pour la promotion de son nouveau livre, un écrivain rencontre une galeriste qui l'entraîne dans les ruelles d'un village toscan. Lorsqu'elle s'amuse à le faire passer pour son mari trop souvent absent, il accepte de rentrer dans son jeu. Mais bientôt, il devient difficile de démêler le vrai du faux...;"Carnets de tournage (50')
La collection Kiarostami (12')";12.90 €;Juliette Binoche,William Shimell,Jean-Claude Carrière,Agathe Natanson,Gianna Giachetti,Adrian Moore;"France;Iran;Italie";Tous publics;Copie conforme;102 mn;2010;3545020069127;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Anglais DD 5.1, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/127/3545020069127_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Like Someone in Love;Abbas Kiarostami;Potemkine Films;;Un vieil homme et une jeune femme se rencontrent à Tokyo. Elle ne sait rien de lui, lui croit la connaître. Il lui ouvre sa maison, elle lui propose son corps. Mais rien de ce qui se tisse entre eux en l'espace de vingt-quatre heures ne tient aux circonstances de leur rencontre...;Pas de bonus vidéo;12.90 €;Tadashi Okuno,Rin Takanashi,Ryo Kase,Denden,Mihoko Suzuki,Kaneko Kubota;"France;Japon";Tous publics;Like Someone in Love;105 mn;2012;3545020069080;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.66;7 juillet 2020;Audio : Japonais DD 3.0;Sous-titrage : Français;https://images.epagine.fr/080/3545020069080_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Matisse voyageur : La quête de la lumière;Raphaël Millet;ARTE ÉDITIONS;;"En 1930, Matisse a 60 ans et ressent une dernière fois l'appel du large. Il embarque pour le plus long des voyages, vers la Polynésie. Le trajet dure plusieurs semaines, lui laissant le temps de jeter un regard sur le chemin parcouru au cours de sa vie. Il repense aux multiples voyages qui ont ponctué sa carrière de peintre : la Corse, Collioure, Nice, mais aussi l'Algérie, le Maroc et les États-Unis. Ils furent à chaque fois un tremplin vers autre chose : vers le fauvisme après la Corse, vers la peinture moderne après le Maroc. Quant à la Polynésie, elle va imprégner ses 25 dernières années et le mener au seuil de l'art contemporain. Cette quête artistique de toute une vie vers d'autres lumières, couleurs et formes fût aussi une passionnante quête de lui-même.
        Lire la suite
        Fermer";"Entretien avec Jacqueline Duhême, assistante de Matisse dans
sa période ""papiers découpés""";14.90 €;Henri Matisse;France;Tous publics;Matisse voyageur : La quête de la lumière;52 mn;2020;3453270086767;Disponible;ARCADES VIDEO;DVD;ALL;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 5.1, Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/767/3453270086767_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;;;
Les Fourberies de Scapin;Dominique Thiel;INA;;"""J'ai dans la tête certaine petite vengeance dont je vais goûter le plaisir."" Pendant l'absence de leurs pères, Léandre est tombé amoureux de Zerbinette tandis qu'Octave a épousé Hyacinte. Mais Géronte et Argante sont de retour à Naples pour imposer à leurs fils respectifs un mariage arrangé. Heureusement, Léandre a un valet du nom de Scapin qui a plus d'une astuce dans son sac pour démêler cette double intrigue conjugale ! Usant de ruses et d'un talent certain de comédien, le valet réussit même à soutirer de l'argent aux pères avares pour mieux asseoir l'amour des deux couples. Molière reprend ici l'un de ses thèmes de prédilection, le choc des générations. Scapin met à nu l'ingratitude de la jeunesse envers les aînés et le ridicule de ces pères prêts à tout pour imposer un ordre que les fils ont déjà arrangé à leur guise. La puissance comique du texte, la mise en scène vive et précise de Denis Podalydès, les talents conjugués de la Troupe de la Comédie-Française, les décors, les costumes : tout concourt à faire de ces Fourberies une réussite incontournable et irrésistiblement drôle.
        Lire la suite
        Fermer";Boîtier DVD avec fourreau;16.90 €;Bakary Sangaré,Gilles David,Adeline D'hermy,Benjamin Lavernhe,Didier Sandre,Pauline Clément,Julien Frison,Gaël Kamilindi,Maïka Louakairim,Aude Rouanet;France;Tous publics;Les Fourberies de Scapin;121 mn;2020;3545020068359;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/359/3545020068359_vid.jpg;En stock;Divertissement;Spectacle;Théâtre;;;
Kusama : Infinity;Heather Lenz;Eurozoom;;"Fuyant son éducation conservatrice dans un petit village japonais, traumatisée par une famille dysfonctionnelle et les horreurs de la Seconde Guerre Mondiale, Yayoi rejoint les Etats-Unis en 1957. Étrangère, inconnue et sans attache, elle s'y investit corps et âme dans l'expression d'une créativité longtemps bridée par sa famille. Ne pesant rien dans un monde de l'art aux mains de quelques barons, elle surmonte un à un les préjugés : racisme, sexisme, stigmatisation des maladies mentales et, bientôt, les difficultés liées à son âge. Cette combinaison hors du commun de détermination et créativité en fait une rivale des plus grands dès les années 60, faisant même de l'ombre au très bankable Andy Warhol ! Toujours surprenante, Yayoi choisit de vivre dans un institut psychiatrique depuis 1977 et aujourd'hui âgée de plus de 90 ans, continue de créer au quotidien.
        Lire la suite
        Fermer";Entretien avec Isabelle Charrier, spécialiste de l'art japonais moderne et contemporain;19.90 €;Yayoi Kusama;USA;Tous publics;Kusama : Infinity;76 mn;2018;3545020068458;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.78;7 juillet 2020;Audio : Anglais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/458/3545020068458_vid.jpg;En stock;Documentaire;Documentaire;Arts / Culture;Biopic;;
Le Goût de la cerise;Abbas Kiarostami;Potemkine Films;;Qui est vraiment M. Badii ? Un homme désespéré, un sage ? Dans son 4x4, il sillonne les majestueux paysages iraniens dans les environs de Téhéran à la recherche d'une personne disposée à lui prêter main-forte pour une mission particulière, en échange d'une récompense. Toutes les personnes croisées vont réagir à sa proposition de manière différente.;"Nouvelle restauration du film en 4K
Contient :
- le Blu-ray du film (99')
- le DVD du film (95')
Boîtier Blu-ray avec fourreau

Le film vu par Jean-Michel Frodon (23')
Documentaires réalisés par Bahman Kiarostami (exclusivité Blu-ray) :
- ""Sohanak"" : esquisse du film et repérages, par Bahman Kiarostami (59')
- ""Projet"" : le tournage du film, par Bahman Kiarostam (44')";24.90 €;Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Safar Ali Moradi,Mir Hossein Noori,Ahmad Ansari;"France;Iran";Tous publics;Ta'm e guilass;99 mn;1997;3545020068823;Disponible;ARCADES VIDEO;Blu-ray;B;16/9 Natif;1.66;7 juillet 2020;Audio : Farsi DTSHD-MA 1.0;Sous-titrage : Français;https://images.epagine.fr/823/3545020068823_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Le Vent nous emportera;Abbas Kiarostami;Potemkine Films;;Bezhad et son équipe arrivent de Téhéran pour un court séjour dans un village du Kurdistan iranien. Les habitants ignorent la raison de leur venue. S'ils font croire aux villageois qu'ils sont à la recherche d'un trésor, ils semblent surtout s'intéresser à une femme quasi-centenaire. Au fil des jours, Bezhad multiplie des rencontres qui vont petit à petit bouleverser sa vision de l'existence.;"Nouvelle restauration du film en 4K
Contient :
- le Blu-ray du film
- le DVD du film

Le film vu par Agnès Devictor (24')
La leçon de cinéma d'Abbas Kiarostami (exclusivité Blu-ray, 52')
""A week with Kiarsotami"" de Yuji Mohara : journal filmé du tournage (exclusivité Blu-ray, 90')";24.90 €;Behzad Douarni;"France;Iran";Tous publics;Bad ma ra khahad bord;118 mn;1999;3545020068830;Disponible;ARCADES VIDEO;Blu-ray;B;16/9 Natif;1.85;7 juillet 2020;Audio : Kurde DTSHD-MA 1.0;Sous-titrage : Français;https://images.epagine.fr/830/3545020068830_vid.jpg;En stock;Cinéma;Long métrage;Comédie Dramatique;Drame;;
Moscou ne croit pas aux larmes;Vladimir Menshov;Potemkine Films;;Moscou des années 50. Trois amies vivent dans un foyer. Leurs destins s'accomplissent comme pouvaient le laisser prévoir leurs caractères. Antonina s'est mariée, elle élève des enfants et aime son mari. Pour Lioudmilla, Moscou est une loterie qui doit obligatoirement lui apporter le bonheur. Mais Katerina a élevé sa fille en terminant ses études, a travaillé et est devenue directrice d'une usine chimique. C'est alors qu'elle tombe amoureuse d'un homme ayant, tout comme elle, une forte personnalité...;"Nouvelle restauration du film en 2K

Entretien avec Françoise Navailh, historienne du cinéma russe et soviétique, présidente du site www.kinoglaz.fr :
- portrait de Vladimir Menchov (21'30"")
- les acteurs et le film (15')
- les femmes en URSS (16')
Interview de Vladimir Menchov, réalisateur (9')
Interview de Valentin Tchernykh, scénariste (25')
Interview de Sergueï Nikitine, compositeur de la musique (11')
Interview de Vera Alentova, dans le rôle de Katerina (3')
Interview de Irina Mouraviova, dans le rôle de Lioudmila (6')
Intetrview de Raïssa Riazanova, dans le rôle d'Antonina (15')";19.90 €;Vera Alentova,Aleksey Batalov,Irina Muravyova,Raisa Ryazanova,Aleksandr Fatyushin,Boris Smorchkov,Yuriy Vasilev,Natalya Vavilova;Russie;Tous publics;Moskva slezam ne verit;142 mn;1980;3545020069042;Disponible;ARCADES VIDEO;DVD;2;4/3;1.37;7 juillet 2020;Audio : Français DD 5.1, Russe DD 1.0;Sous-titrage : Français;https://images.epagine.fr/042/3545020069042_vid.jpg;En stock;Cinéma;Long métrage;Comédie Dramatique;Romance;;
Ten;Abbas Kiarostami;Potemkine Films;;Ten, dix séquences de la vie émotionnelle de six femmes et les défis qu'elles rencontrent dans une étape particulière de leur vie, qui pourraient aussi bien être dix séquences de la vie émotionnelle d'une seule et unique femme...;"Contient :
- le DVD ""Ten""
- le DVD ""Ten on Ten"" (long métrage inédit d'Abbas Kiarosami, sur les traces de ""Ten"")";14.90 €;Mania Akbari,Amin Maher,Roya Arabshahi,Katayoun Taleidzadeh,Mandana Sharbaf,Amene Moradi;"France;Iran;USA";Tous publics;Ten;82 mn;2002;3545020069103;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.66;7 juillet 2020;Audio : Farsi DD 2.0mono;Sous-titrage : Français;https://images.epagine.fr/103/3545020069103_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
La Sainte famille;Louis-Do De Lencquesaing;Pyramide Vidéo;;Jean, universitaire réputé, se retrouve ministre de la Famille, alors même qu'il est perdu dans les événements qui secouent la sienne.;Rencontre avec Louis-do de Lencquesaing;19.90 €;Louis-Do De Lencquesaing,Laura Smet,Marthe Keller,Léa Drucker,Inna Modja,Thierry Godard,Manuel Le Lièvre,Manali Blain;France;Tous publics;La Sainte famille;90 mn;2019;3545020069233;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 5.1, Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/233/3545020069233_vid.jpg;En stock;Cinéma;Long métrage;Comédie Dramatique;;;
Revenir;Jessica Palud;Pyramide Vidéo;;C'est la ferme où Thomas est né. C'est sa famille. Son frère, qui ne reviendra plus, sa mère, qui est en train de l'imiter, et son père, avec qui rien n'a jamais été possible. Il retrouve tout ce que qu'il a fui il y a 12 ans. Mais aujourd'hui il y a Alex, son neveu de six ans, et Mona, sa mère incandescente.;"Court-métrage : ""Marlon"" de Jessica Palud (2017, 19')";19.90 €;Niels Schneider,Adèle Exarchopoulos,Roman Coustère Hachez,Patrick D'assumçao,Hélène Vincent,Franck Falise,Jonathan Couzinié,Catherine Salée;France;Tous publics;Revenir;77 mn;2019;3545020069240;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.66;7 juillet 2020;Audio : Français DD 5.1, Français DD 2.0, Audiodescription (po DD;Sous-titrage : Français;https://images.epagine.fr/240/3545020069240_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
L'Avare de Molière;René Lucot;INA;;"L""Ah ! qu'un homme comme cela mériterait bien ce qu'il craint ! et que j'aurais de joie à le voler !"" Harpagon, un bourgeois avare, souhaite épouser la jeune Mariane et marier sa fille Elise au Seigneur Anselme. Il ignore que Cléante, son fils, est amoureux de la jeune Mariane et que sa fille Élise aime un jeune sans le sou, Valère, qu'il vient d'embaucher comme intendant. Dans cette mise en scène marquante, Jean-Paul Roussillon donne à ce grand personnage de Molière une profondeur toute nouvelle : en le peignant avant tout en avare amoureux, il essaie, selon ses propres mots, ""d'en faire un homme plus humain et plus complet qu'un fantoche.""";"Contient :
- le DVD du programme
- le livret
Boîtier DVD avec fourreau";14.90 €;Jacques Eyser,Jean-Paul Roussillon,Michel Aumont,Jean-Claude Arnaud,René Arrieu;France;Tous publics;L'Avare de Molière;152 mn;1974;3545020069349;Disponible;ARCADES VIDEO;DVD;2;4/3;1.33;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/349/3545020069349_vid.jpg;En stock;Divertissement;Spectacle;Théâtre;;;
Les Fausses confidences;Jean-Marie Coldefy;INA;;"""Quand l'amour parle, il est le maître, et il parlera."" Araminte a trois grandes qualités qui la distinguent de toutes les autres femmes : elle est belle, elle est riche, elle est veuve. Il n'est pas étonnant qu'elle soit doublement courtisée, par le Comte et par Dorante. Ce dernier, garçon de bonne mine mais complètement ruiné, parvient à se faire engager chez elle en tant qu'intendant. Il retrouve là Dubois, un de ses anciens serviteurs avec qui il entreprend de conquérir le cœur d'Araminte. Évidemment, il va falloir ruser pour se faire aimer… Jean Piat met en scène avec jubilation et interprète avec malice les ambiguïtés de ces Fausses Confidences, oscillant entre la cruauté des stratagèmes de Dubois et l'amour sincère ressenti par Dorante, entre le paraître et le vrai.
        Lire la suite
        Fermer";;14.90 €;Jean Piat,Jacques Eyser,Bernard Dhéran,Simon Eine,Marcel Tristani,Jean-Pierre Barlier,Jean-Luc Moreau,Micheline Boudet,Denise Gence,Paule Noëlle;France;Tous publics;Les Fausses confidences;102 mn;1971;3545020069356;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/356/3545020069356_vid.jpg;En stock;Divertissement;Spectacle;Théâtre;;;
Phèdre !;Simranjit Singh;La Compagnie des Indes;;"Un orateur, interprété par l'acteur Romain Daroles, prétextant parler de la pièce dont vous lisez actuellement le synopsis, finit par raconter et interpréter Phèdre de Racine. Alors les différentes facettes de l'oeuvre se déploient joyeusement sous l'effet de l'enthousiasme réjouissant de ce spécialiste : la langue unique et merveilleuse de Racine, la force des passions que l'auteur classique dépeint mieux que personne, les origines mythologiques des protagonistes (Phèdre, ""fille de Minos et de Pasiphaé"", petite-fille du Soleil, demi-soeur du Minotaure, etc.), le contexte histo- rique de l'écriture de la pièce (théâtre classique français du XVIIe siècle), l'écriture en alexandrins...";;19.90 €;Romain Daroles;"France;Suisse";Tous publics;Phèdre !;105 mn;2019;3545020069523;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/523/3545020069523_vid.jpg;En stock;Divertissement;Spectacle;Théâtre;;;
Lara Jenkins;Jan-Ole Gerster;KMBO;;Comme tous les autres matins, Lara débute sa journée par une cigarette et une tasse de thé. Aujourd'hui est un jour important : elle a 60 ans et c'est le premier concert de piano donné par son fils Viktor. Elle le soutient depuis ses débuts et se considère comme déterminante dans son succès. Mais Viktor est injoignable depuis des semaines et Lara semble ne pas être conviée à l'événement, contrairement à son ex-mari et sa nouvelle compagne. La journée va alors prendre un tour inattendu.;"Boîtier DVD avec fourreau

Interview du réalisateur Jan-Ole Gerster
Interview du casting
Capsules vidéos";19.90 €;Rainer Bock,Tom Schilling,Maria Dragus,Corinna Harfouch,Edin Hasanovic,Mala Emde,Mark Filatov,Johann Von Bülow;Allemagne;Tous publics;Lara;;2019;3545020069707;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Allemand DD 5.1, Allemand DD 2.0;Sous-titrage : Français;https://images.epagine.fr/707/3545020069707_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Adam;Maryam Touzani;Ad Vitam;;Dans la Médina de Casablanca, Abla, veuve et mère d'une fillette de 8 ans, tient un magasin de pâtisseries marocaines. Quand Samia, une jeune femme enceinte frappe à sa porte, Abla est loin d'imaginer que sa vie changera à jamais. Une rencontre fortuite du destin, deux femmes en fuite, et un chemin vers l'essentiel.;Entretien avec la réalisatrice Maryam Touzani;19.90 €;Lubna Azabal,Nisrin Erradi,Douae Belkhaouda,Aziz Hattab,Hasna Tamtaoui;"Belgique;France;Maroc";Tous publics;Adam;98 mn;2019;3545020069769;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Arabe DD 5.1;Sous-titrage : Français;https://images.epagine.fr/769/3545020069769_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
Une mère incroyable;Franco Lolli;Ad Vitam;;A Bogota, Silvia, mère célibataire et avocate, est mise en cause dans un scandale de corruption. À ses difficultés professionnelles s'ajoute une angoisse plus profonde. Leticia, sa mère, est gravement malade. Tandis qu'elle doit se confronter à son inéluctable disparition, Silvia se lance dans une histoire d'amour, la première depuis des années.;Entretien avec le réalisateur Franco Lolli;19.90 €;Antonio Martinez,Alejandra Sarria,David Roa,Jorge Carreño,Jeidys Nuñez,Françoise Audouin,Alexander Castañeda,Elda Patricia Correa;"Colombie;France";Tous publics;Litigante;95 mn;2019;3545020069776;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Espagnol DD 5.1;Sous-titrage : Français;https://images.epagine.fr/776/3545020069776_vid.jpg;En stock;Cinéma;Long métrage;Drame;;;
2040;Damon Gameau;L'Atelier d'Images;;Après le succès de Sugarland, Damon Gameau s'interroge sur l'avenir de nos enfants : à quoi pourrait ressembler leur futur en 2040 si nous adoptions simplement des solutions intelligentes, déjà disponibles pour le traitement de la nourriture, de l'énergie ou de l'éducation ? En parcourant le monde et en s'appuyant sur des experts et des solutions concrètes, Damon nous projette dans cet avenir pour la sauvegarde de la planète... Ce voyage initiatique et ludique est un hymne aux générations futures qui pourront, une fois équipées des meilleurs outils, prendre leur destin en mains !;Interviews exclusives de Damon Gameau et Kyan Khojandi;14.90 €;Damon Gameau,Eva Lazzaro,Zoë Gameau,Davini Malcolm;Australie;Tous publics;2040;91 mn;2019;3545020069844;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;2.35;7 juillet 2020;Audio : Français DD 5.1, Anglais DD 5.1;Sous-titrage : Français;https://images.epagine.fr/844/3545020069844_vid.jpg;En stock;Documentaire;Documentaire;Economie / Société;;;
Nina Wu;Midi Z;Epicentre Films;;Nina Wu a tout quitté pour s'intaller à Taipei dans l'espoir de faire une carrière d'actrice. Mais elle n'a tourné jusqu'alors que quelques publicités. Un jour, son agent Mark lui propose le casting du rôle principal d'un film d'espionnage. Malgré sa réticence à la lecture des scènes de nu et de sexe, Nina se rend à l'audition.;"Interview de l'actrice principale et scénariste
Interview du réalisateur Midi Z";19.90 €;Wu Ke-Xi,Vivian Sung,Kimi Hsia,Chang Li-Ang,Cheng Jen-Shuo,Cheng Ping-Chun,Hsieh Ying-Xuan,Huang Shang-Ho;Taiwan;Interdit aux moins de 12 ans;Juo ren mi mi;103 mn;2019;3545020069981;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Mandarin DD 5.1;Sous-titrage : Français;https://images.epagine.fr/981/3545020069981_vid.jpg;En stock;Cinéma;Long métrage;Thriller;Drame;;
Ariol : Feu d'artifice !;Hélène Friren;Folimage;;"Ce nouveau DVD dédié à Ariol rassemble 3 grandes histoires : ""Où est Pétula ?"", ""Ramono ton tonton fait du bio"" et ""La fête à Saint Ampoire"" : le village où Ariol et Ramono passent leurs vacances d'été ! Bal, attractions, virée en mer, feu d'artifice, défilé de majorettes, les distractions sont nombreuses...";"Deux clips musicaux
Coloriages à imprimer";14.90 €;;France;Tous publics;Ariol : Feu d'artifice !;86 mn;;3553501200709;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;Sous-titrage : Français;https://images.epagine.fr/709/3553501200709_vid.jpg;En stock;Animation;Dessin animé;Enfance / Jeunesse;;;
Blue Collar;Paul Schrader;Elephant Films;;Trois ouvriers et amis, Zeke, Jerry et Smokey, travaillent dans une usine de voitures à Détroit. Une nuit, ils ont l'idée de voler le bureau du syndicat local. D'abord, ils pensent que c'est un échec, car ils ne dérobent que 600 dollars, mais Zeke se rend compte qu'ils ont aussi obtenu certains documents compromettants. Ils décident alors de faire chanter le syndicat, provoqués par le fait que ce dernier revendique avoir perdu 10 000 dollars à la suite de leur vol...;"Nouveau master restaurée HD
Contient :
- le DVD du film
- la jaquette réversible avec affiche d'origine
- un livret exclusif de Stephen Sarrazin (12 pages)

Le film par Jean-Baptiste Thoret (49')
""Les Hommes du syndicat"" : document de Julien Comelli et Erwan Le Gac (24')
Bande-annonce";16.90 €;Richard Pryor,Harvey Keitel,Yaphet Kotto,Ed Begley Jr.,Harry Bellaver,George Memmoli,Lucy Saroyan,Lane Smith;USA;Accord parental;Blue Collar;110 mn;1978;3700146542514;Disponible;ELEPHANT FILMS;DVD;ALL;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/514/3700146542514_vid.jpg;En stock;Cinéma;Long métrage;Policier;Drame;;
Jungle Fever;Spike Lee;Elephant Films;;Flipper Purify est un architecte brillant dont la vie n'est que réussite. Il est un homme marié et comblé. Lorsqu'il rencontre Angela, sa nouvelle secrétaire intérimaire, sa vie bascule. Il tombe amoureux et entretient une liaison. Son amour se heurte aux différences sociales et au racisme : il est noir, elle est blanche, leur union est des plus compliquées pour leur entourage...;"Nouveau master restaurée HD
Contient :
- le DVD du film
- la jaquette réversible avec affiche d'origine
- un livret exclusif de Stephen Sarrazin (32 pages)

Making of
Le film par Regis Dubois (auteur de ""Spike Lee, un cinéaste controversé"")
Bande-annonce d'époque";16.90 €;Wesley Snipes,Annabella Sciorra,Spike Lee,Anthony Quinn,Ossie Davis,Ruby Dee,Samuel L. Jackson,Lonette Mckee,John Turturro,Frank Vincent,Halle Berry,Michael Imperioli,Tim Robbins,Brad Dourif,Queen Latifah;USA;Tous publics;Jungle Fever;129 mn;1991;3700146542538;Disponible;ELEPHANT FILMS;DVD;ALL;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/538/3700146542538_vid.jpg;En stock;Cinéma;Long métrage;Drame;Romance;;
Mo' Better Blues;Spike Lee;Elephant Films;;En 1969, Bleek Gilliam a 12 ans quand il commence son initiation à la trompette. 20 ans plus tard, il a formé son quintet et joue avec passion. Absorbé par la musique, les concerts et la vie d'artiste, il va peu à peu s'isoler de son entourage, de ses groupies dévouées ou de sa famille, plus rien ne semble compter. Les choses se corsent quand Giant, son impressario, s'endette et met la vie et la carrière de Bleek en danger...;"Nouveau master restaurée HD
Contient :
- le DVD du film
- la jaquette réversible avec affiche d'origine
- un livret exclusif de Stephen Sarrazin (32 pages)

Le film par Regis Dubois (auteur de ""Spike Lee, un cinéaste controversé"")
Bande-annonce d'époque";16.90 €;Denzel Washington,Spike Lee,Wesley Snipes,Giancarlo Esposito,Robin Harris,Joie Lee,Bill Nunn,John Turturro,Samuel L. Jackson,Rubén Blades;USA;Tous publics;Mo' Better Blues;125 mn;1990;3700146542552;Disponible;ELEPHANT FILMS;DVD;ALL;16/9 Anamorphique;1.85;7 juillet 2020;Audio : Français DD 2.0, Anglais DD 2.0;Sous-titrage : Français;https://images.epagine.fr/552/3700146542552_vid.jpg;En stock;Cinéma;Long métrage;Drame;Film musical;;
La Grand-Messe;Méryl Fortunat-Rossi,Valéry Rosier;Docks 66;;"Des Ardennes au col d'Izoard, le long des départementales et sur les sentiers escarpés, une nuée de camping-cars s'élance pour célébrer le Tour de France. Le soleil réchauffe, les transats sont sortis, les copains arrivent : c'est l'été, la Grand-Messe commence ! Un regard drôle, attendrissant et poignant sur ces passionnés de la plus grande course cycliste du monde. Un bijou documentaire, quelque part entre Jacques Tati et ""Strip-Tease"".";"Entretien avec les réalisateurs
Bande-annonce";19.90 €;;"Belgique;France";Tous publics;La Grand-Messe;70 mn;2019;3700246908784;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;;7 juillet 2020;Audio : Français DD 2.0;;https://images.epagine.fr/784/3700246908784_vid.jpg;En stock;Documentaire;Documentaire;Economie / Société;Voyages / Rencontres;;
Emmanuelle et les derniers cannibales;Joe D'amato;Artus Films;;Dans la forêt amazonienne, Emanuelle mène une enquête dans un hôpital psychiatrique quand elle voit une patiente dévorer le sein d'une autre. La dévoreuse possède une marque sur le ventre, un signe d'appartenance à une tribu de cannibales. Les autorités lui affirmant qu'il n'y a plus de cannibales dans la région, Emanuelle s'entoure d'un ethnologue, une soeur, un guide et une jeune fille pour aller mener une expédition au coeur de la forêt.;"Master 2K restauré - Version intégrale non censurée - Version française d'origine
Contient :
- le Blu-ray du film
- le DVD du
- le livret (64 pages) rédigé par David Didelot ""Emanuelle au pays du sexe... et du sang""
Boîtier Blu-ray avec fourreau

Joe d’Amato, par David Didelot
Galerie d'affiches et de photos
Bande-annonce originale";24.90 €;Laura Gemser,Gabriele Tinti,Nieves Navarro,Donald O'brien,Percy Hogan,Mónica Zanchi,Annamaria Clementi,Geoffrey Copleston;Italie;Interdit aux moins de 16 ans;Emanuelle e gli ultimi cannibali;93 mn;1977;3760137631894;Disponible;ARCADES VIDEO;Blu-ray;B;16/9 Natif;1.85;7 juillet 2020;Audio : Français DTSHD-MA 1.0, Italien DTSHD-MA 1.0;Sous-titrage : Français;https://images.epagine.fr/894/3760137631894_vid.jpg;En stock;Cinéma;Long métrage;Horreur;;;
Tire Django, tire;Bruno Corbucci;Artus Films;Western Européen;Fraîchement évadé de prison, Django se fait attraper par Guttierez, un riche propriétaire terrien, qui l?oblige à aller chercher son fils, Fidel, parti rejoindre une bande de malfrats. Django se lance sur la piste, dans le désert mexicain, et devra en découdre avec les bandits, avant de se rendre compte que les intentions du père ne sont pas des plus bienveillantes.;"Présentation du film par Curd Ridel
Galerie d'affiches et de photo
Bande-annonce originale";14.90 €;Brian Kelly,Keenan Wynn,Erika Blanc,Folco Lulli,Fabrizio Moroni,Linda Sini,Rik Battaglia,Giovanni Pallavicino;"France;Italie";Tous publics;Spara, Gringo, spara;88 mn;1968;3760137631993;Disponible;ARCADES VIDEO;DVD;2;16/9 Anamorphique;2.35;7 juillet 2020;Audio : Français DD 2.0, Italien DD 2.0;Sous-titrage : Français;https://images.epagine.fr/993/3760137631993_vid.jpg;En stock;Cinéma;Long métrage;Western;;;
